German,English,Frequency
kamin,stack,1227
scotty,scotty,1227
weste,vest,1227
sahst,looked,1226
kennzeichen,Mark,1226
grayson,grayson,1225
kronen,crown,1225
wage,dare,1225
z,z,1225
siegen,win,1225
verlobten,betrothed,1225
edgar,edgar,1225
afghanistan,Afghanistan,1225
würdig,worthy,1224
aufwacht,wakes up,1224
gratulieren,to congratulate,1224
schwager,brother in law,1224
violet,violet,1223
infos,Info,1223
föderation,federation,1223
dose,can,1223
wärme,warmth,1222
erschienen,appeared,1222
magazin,magazine,1222
klemme,clamp,1222
schenkt,bestows,1222
min,min,1222
wars,wars,1222
verstoßen,offend,1222
nicholas,nicholas,1221
georgia,Georgia,1221
kräftig,strongly,1220
herzens,heart,1220
mel,mel,1220
nachbarin,neighbor,1220
igitt,ugh,1220
formel,formula,1219
bro,bro,1219
hervor,out,1219
wohnwagen,caravan,1219
wegwerfen,throw away,1219
spinne,spider,1219
tumor,tumor,1218
bezahlung,pay,1218
päckchen,parcel,1218
grob,rough,1218
nagel,nail,1218
donovan,donovan,1218
starren,stare,1217
vertreiben,to evict,1217
wirkst,workest,1217
traust,dare,1217
heiratete,married,1216
take,take,1216
neuesten,latest,1216
e-mails,e-mails,1215
gitter,grid,1215
blocks,blocks,1215
erobern,conquer,1214
gin,gin,1214
spinnen,be crazy,1214
gestalt,shape,1214
liter,liter,1214
patty,patty,1213
drew,drew,1213
illusion,illusion,1213
plaudern,chat,1212
schneidet,cuts,1212
welle,wave,1212
samuel,samuel,1212
haft,detention,1212
seltsamen,strange,1211
spannung,tension,1211
knallt,bangs,1211
zurückzukehren,to return,1210
bestimmung,determination,1210
tresor,safe,1210
amber,ambergris,1210
verfluchten,accursed,1209
fischer,fisherman,1209
verluste,losses,1208
lehre,teaching,1208
jenna,jenna,1208
revolver,revolver,1208
schrott,scrap metal,1208
verbringt,spends,1208
state,state,1207
wähle,select,1207
films,films,1207
vorhang,curtain,1207
mitspielen,play along,1207
erregt,excited,1206
arbeiteten,worked,1206
aufgelöst,disbanded,1206
überlass,let on,1206
trag,contract,1206
überein,agreement,1205
unterrichtet,informed,1205
ungewöhnliches,unusual,1204
eve,eve,1204
lagerhaus,storehouse,1204
raub,robbery,1204
visionen,visions,1204
firmen,company,1204
liv,liv,1203
verhandlungen,negotiations,1203
fickt,fucks,1202
verdorben,corrupted,1202
produktion,production,1201
füreinander,for each other,1201
krankheiten,Diseases,1201
reggie,reggie,1200
jeanne,jeanne,1200
schräg,aslant,1200
belle,belle,1200
bluten,blossoms,1200
meinten,thought,1200
beamten,officials,1200
h.,H.,1200
bereden,discuss,1199
claudia,claudia,1199
einmischen,interfere,1199
ärsche,freepain,1198
futter,feed,1197
verknallt,Crush,1197
muschi,pussy,1197
beschuldigen,accuse,1196
aktien,shares,1196
harrison,harrison,1196
scheißer,bugger,1196
sexuell,sexually,1195
kinderspiel,child's play,1195
torres,torres,1195
magische,magic,1194
dummheit,stupidity,1194
gezahlt,paid,1194
bewegungen,movements,1194
karre,cart,1193
abziehen,pull off,1193
bedarf,requirement,1192
üblichen,usual,1192
umgelegt,apportioned,1192
inhalt,content,1191
dankbarkeit,gratitude,1191
peng,peng,1191
herkommt,coming,1191
geehrt,honored,1190
träumte,dreamed,1190
make-up,make up,1190
verhört,interrogated,1190
messe,fair,1190
anwesen,estate,1190
deutscher,German,1189
saubere,clean,1189
gebete,prayers,1189
pommes,French fries,1188
toni,toni,1188
lande,country,1188
ruht,rests,1188
anerkennung,recognition,1188
wunderbaren,wonderful,1188
galaxie,galaxy,1187
vermutung,guess,1187
inklusive,included,1187
überwachung,monitoring,1186
unabhängig,independently,1186
brien,brien,1185
fernhalten,keep away,1185
statue,statue,1185
bestätigung,confirmation,1185
dawn,dawn,1185
finale,final,1185
verzweiflung,Despair,1184
gewährt,granted,1184
deprimiert,depressed,1184
erteilen,To give,1183
colin,colin,1183
rahmen,frame,1183
durchgedreht,haywire,1183
erteilt,granted,1183
fotze,cunt,1182
fehlte,missing,1182
verlorene,lost,1182
kanonen,cannons,1182
kansas,Kansas,1181
klub,club,1181
britischen,British,1181
aufzubauen,build,1181
jubeln,to cheer,1181
ausgelöscht,extinguished,1180
marianne,marianne,1180
stu,stu,1180
servieren,serve,1179
weltweit,worldwide,1179
fotografieren,taking photos,1179
niederlage,defeat,1179
zehen,toes,1179
schwächen,weaknesses,1178
sternen,sternen,1178
sheila,sheila,1178
bemühen,endeavor,1178
logik,logic,1178
stillen,breast-feed,1178
bellows,bellows,1177
todesursache,cause of death,1177
beschaffen,procure,1176
abgezogen,withdrawn,1176
klassische,classical,1176
außergewöhnlich,out of the ordinary,1176
gruppen,groups,1176
schwarzes,black,1176
durchhalten,keep up,1175
lm,lm,1175
weitergeht,continues,1175
kooperieren,cooperate,1175
mächtigen,powerful,1175
greif,gripping,1175
mehreren,more,1175
verschwindest,disappear,1175
forderungen,requirements,1175
anfall,applicable,1174
klare,clear,1174
teresa,teresa,1174
wunderschönen,beautiful,1174
bestehe,there is,1173
verkaufte,sold,1173
aufeinander,on each other,1173
garcia,garcia,1172
hässliche,ugly,1172
großem,great,1172
mitbekommen,realize,1172
gate,gate,1171
saul,Saul,1171
ingenieur,engineer,1171
campbell,campbell,1171
andenken,souvenir,1171
eintreten,enter,1170
kämpfte,fought,1170
zustimmung,approval,1170
besagt,said,1170
roter,red,1170
flamme,flame,1170
aufzuhören,quit,1169
dokument,document,1169
bishop,bishop,1169
schuhen,shoes,1168
timmy,timmy,1166
simone,simone,1166
federn,feathers,1166
paps,dad,1166
auswendig,by heart,1165
bundy,bundy,1165
spezielle,specific,1165
experimente,experiments,1165
szenen,scenes,1164
gezählt,counted,1164
pfannkuchen,pancakes,1164
hase,Hare,1163
highway,highway,1163
aufenthalt,stay,1163
bennett,bennett,1163
devon,devon,1163
polly,polly,1163
verstecke,hide,1163
summen,buzz,1163
blutung,bleeding,1163
more,more,1162
heidi,heidi,1162
hilflos,helpless,1162
staatsanwaltschaft,Public prosecutor,1162
ehrlichkeit,honesty,1161
messen,measure up,1161
mächtige,powerful,1161
stur,stubborn,1161
ringe,rings,1161
weiterleben,live on,1160
aufspüren,track down,1160
keks,biscuit,1160
rückgängig,undone,1160
fünfte,fifth,1159
netflix,netflix,1159
mieten,rent,1159
speziell,specially,1159
neugier,curiosity,1158
nägel,nails,1158
ausgefallen,fancy,1158
glen,glen,1158
yes,yes,1156
verstorbenen,deceased,1156
verkleidet,dressed,1156
entdeckung,discovery,1155
rauche,smoker,1155
betteln,beg,1155
blond,blond,1154
cam,cam,1154
gilbert,gilbert,1154
burt,burt,1154
weggegangen,gone,1153
nutze,use,1153
gütiger,kindly,1152
abgebrochen,canceled,1152
herkunft,origin,1152
annahme,adoption,1152
wirfst,throw,1152
gestank,stink,1152
hintertür,back door,1151
truthahn,Turkey,1150
gefüllt,filled,1150
bereithalten,keep ready,1150
vorhat,intends,1150
eleanor,eleanor,1150
touristen,tourists,1150
fordere,call,1149
tagsüber,during the day,1149
feucht,wet,1149
jeans,Jeans,1149
befragung,survey,1149
abgelaufen,expired,1149
picard,picard,1148
fu,fu,1148
wunderbarer,wonderful,1148
depp,douchebag,1148
hüte,heed,1148
israel,Israel,1148
ausschau,ausschau,1148
kreischt,yells,1147
bellen,bark,1147
manipulieren,manipulate,1147
studie,study,1147
heinrich,Heinrich,1147
knurren,growl,1147
busch,bush,1146
abwesenheit,absence,1146
reitet,rode,1145
komplizierter,complicated,1145
traut,familiar,1145
bestellung,Order,1145
tatsachen,facts,1145
heiligkeit,holiness,1145
back,back,1144
jahrhunderts,century,1144
verglichen,compared,1144
sehnsucht,nostalgia,1143
überredet,persuaded,1143
demokratie,democracy,1143
ranger,ranger,1143
empfehle,recommend,1143
schalt,switching,1142
gevögelt,shagged,1142
young,young,1142
ra,ra,1142
silver,silver,1141
kräften,forces,1140
rauszukommen,get out,1140
schäden,damage,1140
aggressiv,aggressive,1139
ausleihen,borrow,1139
bella,bella,1139
schlucken,to swallow,1139
wesentlich,essential,1139
ca.,approximately,1139
satan,Satan,1138
erben,inherit,1137
police,policy,1137
horn,horn,1137
lebende,living,1137
schmutzige,dirty,1137
eiskalt,freezing,1137
sirene,siren,1137
birthday,birthday,1136
ritual,ritual,1136
ira,ira,1135
pflanze,plant,1135
stürzt,crashes,1135
reynolds,reynolds,1135
investiert,invested,1135
bernie,bernie,1134
marilyn,marilyn,1134
formen,to shape,1134
freundchen,buster,1134
politischen,political,1134
freigelassen,released,1134
lionel,lionel,1134
rausgeworfen,kicked out,1133
verprügeln,beat up,1133
bescheiden,modest,1133
garderobe,wardrobe,1133
streifen,streak,1133
rausgekommen,came out,1133
jodi,jodi,1133
voneinander,from one another,1132
wirt,host,1132
kasten,box,1132
zeichnen,to draw,1132
backen,to bake,1132
scheitern,fail,1131
francs,francs,1131
jon,jon,1131
salon,salon,1131
medikament,drug,1131
demnächst,soon,1131
geboten,necessary,1130
spike,spike,1130
auslösen,trigger,1130
pferden,horses,1130
lebensmittel,Food,1130
ruhiger,quiet,1129
durchsuchungsbefehl,search warrant,1129
allmählich,gradually,1129
benommen,dazed,1129
adieu,Adieu,1129
fragten,asked,1129
vortrag,lecture,1128
amerikas,america,1128
sherry,sherry,1128
och,och,1128
oui,oui,1128
erpressen,blackmail,1128
flittchen,hussy,1128
zähnen,tooth,1128
u-boot,submarine,1128
daniels,daniels,1128
endete,ended,1128
ängstlich,scared,1128
she,she,1127
as,as,1127
durchbruch,breakthrough,1126
dorothy,dorothy,1125
wiederhaben,have again,1125
schrecklicher,terrible,1125
model,model,1125
besitze,own,1125
sorg,sorg,1124
sophia,sophia,1124
sullivan,sullivan,1124
chor,Choir,1123
zuschlagen,strike,1123
schere,scissors,1123
kampagne,campaign,1123
jax,jax,1123
verrücktes,crazy,1122
gestartet,started,1121
reinigen,clean,1121
stoppt,stops,1121
lucky,lucky,1121
quälen,torment,1120
berufung,vocation,1120
luis,luis,1120
knöchel,ankle,1120
zeitplan,Time schedule,1120
zerbrochen,broken,1120
verfluchter,accursed,1120
weichei,weichei,1120
jegliche,any,1119
versuchung,temptation,1119
shelby,shelby,1119
beitrag,contribution,1119
picknick,picnic,1119
argument,argument,1119
reiner,pure,1119
flüstern,to whisper,1118
dummheiten,foolery,1118
meile,mile,1118
hamburger,hamburger,1118
kontaktiert,contacted,1118
spione,spies,1117
fähnrich,ensign,1117
erinnerte,recalled,1117
türklingel,door bell,1117
henri,henri,1117
dynamit,dynamite,1116
organe,organs,1116
fell,fur,1116
sonnenschein,sunshine,1116
archie,archie,1115
lache,laugh,1115
elisabeth,elisabeth,1115
aufgelegt,hung up,1115
bräutigam,groom,1115
chinesische,Chinese,1115
monats,month,1115
shakespeare,shakespeare,1114
verrät,reveals,1114
drunter,underneath,1114
schottland,Scotland,1114
drohung,threat,1114
wa,wa,1113
wende,turn,1113
gefoltert,tortured,1113
erwachsener,adult,1113
einzigartig,unique,1113
briten,British,1113
profis,professionals,1112
mon,mon,1112
übertreiben,exaggerate,1112
ressourcen,resources,1112
bischof,bishop,1112
nationale,national,1112
ausstehen,stand,1112
geschwister,brothers and sisters,1112
mountain,mountain,1112
zurücktreten,step back,1111
avery,avery,1111
roberts,roberts,1111
axt,Axe,1111
hugh,hugh,1111
händler,dealer,1111
ägypten,Egypt,1111
überdenken,rethink,1111
ludwig,ludwig,1110
fiona,fiona,1110
warme,warmth,1110
joel,joel,1110
konzentrier,concentrating,1110
del,del,1110
dampf,steam,1110
missbraucht,abused,1110
loyal,loyal,1110
wurzeln,root,1109
aufhängen,hanging,1109
wurm,worm,1109
kathy,Kathy,1108
kerze,candle,1108
bereue,regret,1108
loslegen,getting started,1108
o.k.,OK.,1108
fingen,started,1108
besatzung,crew,1107
dog,dog,1107
klüger,smarter,1107
zugestoßen,happened,1107
befürchten,fear,1107
folgende,the following,1106
schmerzhaft,painful,1106
jody,jody,1106
beschrieben,described,1105
zittern,tremble,1105
standpunkt,position,1105
visier,visor,1105
rang,rank,1105
phoenix,Phoenix,1104
wesley,wesley,1104
herausfindet,finds,1104
schaute,looked,1104
theoretisch,theoretically,1104
if,if,1104
chan,chan,1103
beutel,bag,1103
drängen,press,1102
schlimmen,bad,1102
klient,client,1102
hängst,hang,1102
veranda,veranda,1102
pam,pam,1102
jüngste,youngest,1102
strahlung,radiation,1102
betrügt,cheating,1102
unendlich,infinitely,1101
gedichte,poetry,1101
sven,sven,1101
irene,irene,1101
gereist,traveled,1101
schiss,funk,1101
benimmst,behave,1101
schwangerschaft,pregnancy,1101
subcentral,subcentral,1101
kopien,copies,1101
infrage,questioned,1101
zweifeln,doubt,1100
nonne,nun,1100
müsse,must,1100
juliette,juliette,1100
richtet,directed,1100
lecken,lick,1100
feuerwerk,Fireworks,1099
neueste,latest,1099
geistes,humanities,1099
verletzten,injured,1098
abwechslung,variety,1098
ausgeführt,accomplished,1098
kleingeld,small change,1098
evans,evans,1098
gelegentlich,occasionally,1098
denise,denise,1098
braten,roast meat,1098
angelegt,created,1097
artie,artie,1097
corporal,corporal,1097
entsteht,created,1097
rogers,rogers,1097
herzschlag,Heartbeat,1097
glücklicherweise,fortunately,1097
heilung,cure,1096
cäsar,Caesar,1096
angeklagten,accused,1096
profit,profit,1096
brüllen,roar,1096
verschieden,different,1095
münzen,coin,1095
hinterlässt,leaves,1095
königlichen,royal,1094
stadtrat,City council,1094
pressekonferenz,press conference,1094
nich,nich,1093
geschaut,looked,1093
zugegeben,added,1093
end,end,1093
komisches,odd one,1093
regie,direction,1093
merk,remember,1093
boote,boats,1093
verbrennt,burns,1093
allergisch,allergic,1092
schweizer,Swiss,1091
verdächtiger,suspicious,1091
gasse,alley,1091
tussi,tussi,1091
befürchtet,feared,1091
reite,ride,1091
außerirdische,alien,1091
ehemaliger,former,1090
radar,radar,1090
gestattet,allows,1090
gefecht,battle,1090
angeschaut,watched,1089
gedient,served,1089
pension,pension,1089
strich,stroke,1088
lippenstift,lipstick,1088
stab,Rod,1088
außerirdischen,alien,1088
termine,Events,1088
maler,painter,1087
verweigert,denied,1087
boxer,boxer,1087
vorteile,advantages,1087
ausstellung,exhibition,1087
tragisch,tragic,1087
rasch,quickly,1086
oberste,top,1086
polizistin,policewoman,1086
windeln,diapers,1086
detroit,Detroit,1086
arizona,Arizona,1086
universums,universe,1086
aufheben,cancel,1085
narben,scar,1085
fleißig,diligent,1084
freizeit,leisure,1084
elegant,elegant,1084
dolch,dagger,1084
sloan,sloan,1084
eindringen,penetration,1083
auszeit,time-out,1083
internationalen,international,1083
fielen,fell,1083
weggeworfen,thrown away,1083
vergeuden,waste,1082
blätter,leaves,1082
blass,pale,1082
konzept,concept,1082
look,look,1082
keineswegs,by no means,1081
faden,thread,1081
kleinste,least,1081
geschrien,screamed,1081
ertrunken,drowned,1081
blase,bladder,1081
treffpunkt,meeting point,1081
schrift,font,1081
mathe,maths,1080
royal,royal,1080
evelyn,evelyn,1080
britische,British,1080
körperlich,physically,1080
konzentration,concentration,1080
schaltet,switches,1079
draht,wire,1079
at,at,1079
älteste,oldest,1079
höhere,higher,1079
gerannt,run,1079
tower,tower,1078
gedrückt,depressed,1078
reinigung,cleaning,1078
fordert,urges,1078
ideale,ideal,1078
stiehlt,steals,1078
money,money,1078
eiern,wobble,1077
dritter,third,1077
züge,Trains,1077
optionen,options,1077
ge,ge,1077
roland,roland,1077
ersticken,smother,1077
farmer,farmer,1077
batterie,battery,1076
obst,fruit,1076
badewanne,bathtub,1076
manches,many,1075
droge,drug,1075
übertragung,transmission,1075
enge,close,1074
nickerchen,nap,1074
juhu,yay,1074
cora,cora,1074
lungen,payments,1073
öffnete,opened,1073
abschneiden,cut off,1073
valentine,valentine,1072
hierbei,in this connection,1072
sorgst,worry,1072
phillip,phillip,1072
schaffte,managed,1072
omar,omar,1071
anfänger,Beginner,1071
gen,gene,1071
ungerecht,unfairly,1071
reue,contrition,1071
two,two,1071
rhythmus,rhythm,1071
kündige,announce,1070
mitgehen,go along,1070
siegel,seal,1070
moore,moore,1070
stechen,sting,1070
baue,build,1069
prostituierte,prostitute,1069
heller,brighter,1069
umgehend,immediately,1069
hoffnungslos,hopeless,1069
checken,check,1069
drücke,press,1068
wong,wong,1067
merkwürdige,strange,1067
valley,valley,1067
brandy,brandy,1067
gelbe,yellow,1067
nützen,benefit,1067
venedig,Venice,1066
gideon,gideon,1066
lernten,learned,1066
benimmt,behave,1066
georg,georg,1066
mächtiger,powerful,1066
genutzt,utilized,1065
verzieh,pardoned,1065
schüssel,bowl,1065
dreckigen,dirty,1065
wiegt,weighs,1065
kg,kg,1065
abraham,abraham,1065
seltsamer,strange,1064
hiervon,hereof,1064
beraten,to advise,1064
schienen,rails,1064
wirkliche,real,1064
träumt,dreams,1063
versprech,promise,1063
ideal,ideal,1063
norma,norma,1063
sire,sire,1063
marschieren,march,1063
mitbewohner,roommate,1063
verlobung,engagement,1063
mio.,million.,1063
funken,spark,1062
gleichfalls,Likewise,1062
geringsten,slightest,1062
empfange,receive,1062
